text	label
可以 不 可以 把 灯 的 亮度 调 高 一点	2
查查 明天 的 日历表 是 多少 号	8
查 一下 明天 青岛 空气质量 怎么样	6
三月初 一 妈妈 生日 的 闹钟	4
狂欢节 是 周几	8
工作日 早上 9 点 的 闹钟 给 我 设置 好 了 没有	4
设置 星期日 下午 5 : 30 的 日程	4
明天 湖南 的 温度 怎么样	6
速度 的 让 我 知道 舟山 开来 的 动车 是 今天 的 吗	7
来 一个 美国 电影 变形金刚 1	5
周六 我要 去 洛阳 看 牡丹 ， 现在 还 能 不能 订 汽车票 到 洛阳	7
2 月 4 日 开始 陆续 播放 的 年 的 味儿 还 在 更新 吗 我 想 看看	0
农历 的 中元节 是 周几	8
放 一个 姚兰 主持 的 温暖 的 家	3
海淀 风大 吗	6
我要 30 秒 后 知道 福州 开往 北京 的 高铁 今天 有票 吗	7
二胡 弹奏 的 人气 高 的 歌曲 来 一首 呢	1
长沙 去往 沈阳 的 动车 哪天 有票 啊	7
有没有 比较 热血 的 动漫 配乐 给 我 来 一首 吧	1
按 顺序 播放 专辑 Wuha 里 的 歌曲	1
帮 我 打开 智能 闹钟 ， 然后 矫正 一下 时间 吧	2
现在 能 说 说 礼拜 几是 10 月 的 10 日 吗	8
帮 我 找 一下 到 物美 超市 的 路	7
帮 我 播放 班长 殿下	5
北京 今天 空气 怎么样 是良 还是 什么	6
你 现在 可以 给 我建 一个 13 号 去 西直门 医院 的 提醒 么 ？	4
2000 年 左右 的 歌曲 给 我 随机 来 一首	1
从 拉萨 到 稻城 有没有 客车 去 的	7
那个 中国 电视剧 陈情 令 的 花絮 播放 一下 吧	0
播放 齐秦 的 大约 在 冬季	1
搜索 附近 的 晨光 文具店	7
走路 怎么 到 大 黑石	7
遂溪 人民 广播电台 给 我 连 着 上次 听到 的 地方 收听 吧	3
查下 日历 后天 的 农历 是 几号	8
盐城 最近 昼夜 温差 大不大	6
空调 可以 调到 18 度 吗	2
6 月 2 号 下午 1 点到 6 点 的 提醒 并 全部 删除	4
享受 蜻蜓 fm 电台 里 的 歌曲	3
周末 两天 分别 是 多少 号	8
你 能 给 我 放范丞丞 的 快乐 很 简单 吗	1
大陆 的 有关 鸦片战争 的 电影 能 播放 一个 么	5
现在 去 银川 穿条 单裤 就行 吧	6
是不是 能 单曲 循环 一下 你 不 知道 的 事	1
我要 马上 知道 大后天 是 农历 几 月初 几 呢	8
加拿大 的 土拨鼠 节是 什么 时候	8
可以 帮 我 把 空调 切换 到 除湿 模式 吗	2
衣服 有些 皱 了 ， 帮 我 打开 电熨斗 。	2
帮 我 打开 客厅 的 摄像头 好 吗	2
请 继续 播放 美国 权力 的 游戏 的 第二季	5
查询 明天 苏杭 是不是 晴天	6
放 一下 BEYOND 的 经典 光辉 岁月	1
找 一部 讲述 美食 的 美国 纪录片 来看	0
我 想要 看 今年 刘 半仙 解说 的 迷你 世界 完整版 游戏 解说 视频	0
义务 昨天 下 冰雹 了 吗	6
收听 频率 是 一零 七点 八 的 励志 电台	3
查询 明早 海淀 会大 范围 降雪 吗	6
明天 江苏 会 下雨 吗	6
明天 沧州 多地 降雨 吗	6
播放 青春 抛物线 的 大结局	5
随机 来 一首 2011 年 的 歌	1
今天 太 干燥 了 ， 帮 我 打开 加湿器 。	2
我要 到 贺州 去 找 下路	7
听 一下 张国荣 光荣 岁月 里面 的 歌 吧	1
还是 想 循环 播放 流行 风格 的 专辑	1
放 一首 rap ， 放 十全 九美	1
查询 周五 哈尔滨 是 晴天 吗	6
帮 我 查查 长沙 去往 哈尔滨 的 动车 哪天 有票 啊	7
给 我 把 空调 调低 温度	2
后天 下午 3 点 给 妈妈 做 皮肤 护理 的 闹铃 帮 我 开启 一下 吧 。	4
找 一个 汪峰 2019 年 演唱会 的 视频	0
三亚 飞 巴黎 的 飞机 哪 天才 有 呢	7
找 一下 刘涛 在 2020 年 跨 年 晚会 上 唱歌 的 视频 来看	0
帮 我 把 洗衣机 切换 到 婴儿 洗 模式 吧	2
开启 下蒸 烤箱 的 小 面积 烧烤 功能 呢	2
帮 我 找 一个 做 曲奇饼 干 的 视频	0
最近 的 一班 到 北京 的 火车 是 几点	7
查 一下 石家庄 今天 的 最低温度 啊	6
我 想 看 赵薇 90 年代 的 剧	5
现在 给 我 循环 收听 赵鹏 的 交通 新闻	3
查询 周五 衡水 紫外线 怎么样	6
查一查 西宁 发 往 北京 的 大巴 明天 有没有 票	7
能 不能 帮 我 设置 5 月 30 号 提醒 我 打油	4
去 建业 公司 怎么 做 公交	7
随机 播放 一首 李冠森 的 歌曲	1
一禅 小 和尚 第 4 集 往后 接着 播放 我要 看 呢	0
怎么 到 人民 南路 十号 啊	7
早上 八点 就 可以 把 智能 窗帘 拉开 了	2
冰箱 冷冻室 温度 调 成 零下 17 度 好不好 呢	2
睡觉 之前 我要 看 2006 年 英国 喜剧电影 女王	5
我 想 继续 看 一个 盗墓 片帮 我 找个 类似 于 怒 晴 湘西 的	5
过会儿 告诉 我 明天 三亚 的 空气质量 好 吗	6
帮 我 开启 一下 周四 上午 10 点 参加 讲座 的 行程 。	4
明早 十点 的 时候 ， 请 不要 忘 了 提醒 我 抢票	4
我 现在 就要 看 赵露 思演 的 古装剧 的 第 30 集	5
历史 类 的 电影 随机 来 一个 90 年代 的 吧	5
找 出来 韩庚 跳舞 的 视频	0
播放 王子 主持 的 FM98 点 5	3
1 月 6 日 播放 的 新冠 疫苗 层出不穷 还 能 找到 其原 视频 吗	0
回放 今天下午 5 点 开始 的 女子单打 网球 比赛 视频	0
今天 有 什么 重大 的 国际 新闻 没有 ， 放 来看 一下	0
立刻 播放 萧忆情 的 拜 无忧	1
赶快 查查 规划 一下 回家 红绿灯 最少 的 路线	7
查询 空气 净化器 还 剩下 多少	2
10 月 3 号 拉萨 的 空气质量 怎么样	6
查下 广州 飞 上海 的 机票 还有 吗	7
说 说 今天 有 长春 去 武汉 的 火车 吗	7
18 年 在 中国 大陆 播出 的 动漫 非人 哉 给 我 播放 一下	0
李一桐 出演 的 电视剧 堆积 来 一个 吧	5
查查 一下 从 芜湖 到 南陵 的 路线	7
播 一个 晚上 20 点 更新 的 国产 动漫	0
我 想 看 2021 年 中国女足 加时 4 比 3 逆转 韩国 的 比赛 视频	0
找到 FM102 点 6 的 四川 电台	3
可不可以 打开 空气 净化器 呀	2
准备 做 烤肉 ， 把 蒸 烤箱 切换 到 热风 烧烤 模式 吧	2
调到 FM106 点 1 的 四川 新闻广播 找个 一兰主播	3
让 洗衣机 空气 洗 试试 可以 不	2
帮忙 记 一下 2 月 1 号 看 春晚	4
按 时间 顺序 播放 陕西 交通广播 的 节目	3
我 想 知道 昆明 明天 早上 会 不会 下 小雨 。	6
最近 一周 大 理会 有 大风 出现 吗	6
来 一首 2009 年 王力宏 的 曲子 吧	1
查询 海南 最高 温度 多少	6
哈尔滨 今天 晚上 有 小雪 吗	6
放 一下 一人之下 第 3 季 相关 视频	0
播放 不 完美 的 她	5
把 悲伤 留给 自己 单曲 循环 播放	1
下 周末 去 兰州 穿 什么 合适 啊	6
问问 九江 飞 重庆 的 飞机 起飞 了 吗	7
新闻台 的 重庆 之声 帮 我 找 一 找	3
帮 我 找 蔡 徐坤 的 情人	1
看看 张楠 主持 的 音乐 之声	3
电台节目 放 一个 雨亭 主持 的 记号	3
赶快 的 查询 安顺 开 过来 的 客车 是 几点 呢	7
我 想 看 泰国 的 偶像剧 呢 青春 一点 的	5
给 我 放 一个 篮球 明星 杜兰特 的 NBA 视频	0
农历 9 月 初八 提醒 我 一下 我 妈妈 要 出国	4
播 一下 第二 街区 这张 专辑 里 的 第一首 循环 放	1
给 我 听 Bieber 的 justice	1
接着 上次 的 好 口才 都 不仅 靠 训练 而 来	3
马上 给 我 放 一个 徐凯 的 路况 信息	3
可以 继续 收听 一下 刘沙 主持 的 今日 路况 速报 吗	3
90 年代 美国 的 科幻片 儿有 吗 ， 看 一个	5
请 给 我 看看 到 开远 三 一二 医院 怎么 走快	7
即刻 收听 FM102.5 的 体育 广播	3
帮 我查 一下 后天 是 农历 几月 几日	8
后天 是不是 清明节 呢	8
放言 研的 好 用 分享	3
创建 周日 下午 2 点去 医院 复查 的 日程	4
开门 节是 几月 几号	8
找到 梦田 8 点到 9 点 的 音乐 甜甜 圈	3
立刻 告诉 我 北京 开往 广州 的 复兴号 开车 了 没	7
来 毛 不易 像 我 这样 的 人	1
回答 我 想 知道 今天 是 礼拜 几呀	8
偶像剧 幸福 触手可及 最后 一集 播放 一下	5
明天 空气 指数 怎么样	6
你 可以 帮 我 播放 一下 啊 摇篮 吧	5
我要 听 周深 和 王子 一起 唱 的 资深 庸才	1
今天下午 16 : 59 定个 闹钟	4
日本 歌手 米津 玄师 的 日语 歌 随机 来 一首 呗	1
我 想 看 一个 有点 剧情 的 韩国 偶像剧	5
到 贵阳 的 开车 路线	7
浙江 今天 有没有 台风 登陆	6
周二 上午 9 点 45 去 医院 打 疫苗 的 提醒 制定 一下 。	4
现在 问 你 一 下来 一张 最快 飞 包头 的 机票	7
帮 我 播放 花繁叶茂	5
我 想 知道 中国 的 阴历 4 月 15 是 哪一天 呢	8
2007 年 王力宏 的 我们 的 歌 播放 一下 吧	1
下 周三 晚上 大庆 需要 多加 衣物 吗 ？	6
明天 提醒 我 去 接机	4
查查 然后 告诉 我 自驾车 去 大理 的 路线	7
想 听 古筝 了 ， 来 一首 铁马 吟 听听	1
我 今天 想 去 公园 玩 ， 会 不会 冷 啊	6
今年 的 忏悔 节是 周几	8
天韵 霍尊里 的 歌曲 现在 随机 来 一首 呢	1
扫地 机器人 不要 扫地 了	2
到 湖南 常德 怎么 走 才 到	7
北京 到 上海 的 机票 9 月 9 号 的	7
哈尔滨 最近 穿衣 指数 怎么样	6
把 赵征 主持 的 AM747 电台 里 阅读 时光 节目 打开	3
今年 的 几月 几号 是 摩洛哥 新娘 节	8
我要 看 一会 战争片 我 是 特种兵	5
你 可以 播放 一下 凤凰 传奇 的 快乐 的 音乐 吗	1
把 洗衣机 调 为 烘干 模式 。	2
把 空调 调 成 最高 的 温度	2
给 我 打开 车库 自动门	2
播放 屠洪刚 的 专辑 风云 2 里面 的 歌曲	1
武汉 明天 紫外线 指数 怎么样	6
周六 晚上 7 点去 贵阳 的 高铁 票 价格 。	7
2021 年 的 小黄瓜 电台 播放 一下	3
空调 风速 调 到 最高	2
今天 有没有 啥 好看 的 明星 八卦新闻 ， 放 来 看看	0
帮 我定 一个 周六 上午 8 点去 图书馆 的 闹钟 。	4
有 中国娃娃 的 恭喜 恭喜 就 放 一下	1
请 帮 我 查出 近期 河北 各省 气温 总 指数	6
我 想 听 一个 频率 是 九九 点八 的 广州 电台 风云 962 呢	3
11 月 11 日 从 北京 去 东京 的 航班 在 什么 时候 。	7
创建 25 号 去 上海 参加 婚礼 的 日程	4
寻找 李荣浩 早期 唱歌 视频	0
我 让 你 打开 一下 客厅 的 灯 带	2
收听 频率 是 八七 点 六 的 开心 茶馆	3
随机 播放 韩红 的 歌	1
给 我 收听 一个 频率 是 一零 五点 三 的 襄樊 文艺 台	3
你 可以 在 2 月 10 号 提醒 我 给 哥哥 送礼物 吗 ？	4
放 一下 钟汉良 最新 电视剧 的 幕后 花絮 吧	0
宫 心计 我 想 看 是 古装剧	5
过 两天 的 温度 怎么样 有没有 小雨	6
单曲 循环 一个 钢琴曲 可以 吗	1
帮 我 拨 一下张 楠 主持 的 1039 新闻 早报	3
我 一会儿 准备 就要 听 中央广播电台 的 新闻联播	3
2021 年 在 中国 播出 的 司藤景 甜 cut 视频 帮 我 播放 吧	0
播放 王玲 主持 的 音乐 飞扬	3
天太热 了 ， 帮 我 把 空调 温度 调低 三度 吧 。	2
不要 把 5 月 20 号 上午 的 备忘录 全部 删除	4
看 5 月 12 日 的 纪录片 传奇 故事	0
帮 我 把 空气 净化器 调 成 静音 模式	2
将 7 月 12 号 的 备忘录 修改 到 4 月 27 号 提醒	4
我 需要 你 让 我 知道 17 点有 濮阳 始发 的 大客车 不	7
查询 1 月 江西 是 多 降雨 吗	6
帮 我 找 下 美国 的 瑞克 和 莫蒂 的 第一集	0
全屋 杀菌 模式 关闭	2
把 空调 的 制热 模式 开启	2
下雪 了 好 冷 呀 ， 帮 我 打开 取暖器 吧	2
恋爱 题材 的 有声 小说 随便 播 一个 吧	9
我 想 确定 一下 后天 的 紫外线 指数	6
老 歌手 刀郎 的 歌来 几首 吧	1
给 我 唱 一个 开心 的 阿拉伯语 歌曲 呢	1
我 非常 需要 知道 星期日 是 哪天 啊	8
贵阳 那边 天气 怎么样	6
搜索 3 月 5 日 是 星期 几	8
我 想 你 给 我 放寅子 主持 的 音乐 之声	3
特别 搞笑 的 那个 剧叫 男 媒婆 放给 我乐呵乐 呵	5
播放 hold   on ， Bieber 唱 的 啊	1
在 周五 早上 提醒 我 学习 英语	4
帮 我 关闭 6 月 10 号 至 7 月 10 的 备忘录	4
我 想 听任 同祥 的 唢呐 曲到 春来	1
给 空调 风速 调大些	2
空调 冷气 风速 调至 13	2
给 我 放 一下 国外 新闻 埃特纳 火山 再次 喷发 的 视频	0
我要 去 焦作 查 一下 5 号 的 火车票	7
查 一下 电磁炉 剩余时间	2
找 一下 到 重庆 荣昌 区 的 路	7
请 将 电扇 调到 3 档好 么	2
你 不用 在 明天 11 点 的 时候 叫 我 去 吃 自助餐	4
给 我 把 音响 关 了 。	2
我 想 知道 去 昆明 旅游 经济舱 价格	7
今年 的 三月 节是 什么 时候	8
赶快 查一查 几月 几号 是 春节 呢	8
七夕 是 周几	8
13 : 20 起床 去 游泳	4
能 不能 帮 我 将 5 月 1 号 的 备忘录 修改 成 4 月 29 号	4
不要 忘 了 提醒 我 拿 CPU 在 明天 早上 8 : 40 的 时候	4
把 厨房 灯 的 色温 调 到 白光 吧	2
请调 到 FM91.8 的 湖南 交通 广播电台	3
看 一部 2020 年 韩国 最火 的 爱情 剧	5
播放 任素 汐 主演 的 驴 得 水	5
拨到 FM97 龙光 爱家 频道 听 一帮 到底	3
随机 播放 一首 暗杠 里 的 歌曲	1
明天 海淀 是 下雨 吗	6
30 分钟 后 关闭 饮水机	2
韩语 歌 随机 来 一首 吧	1
俄语 歌 有没有 比较 治愈 的 放 一个	1
是不是 能 把 连续剧 继续 播 一下 呢	5
调 到 蓝天 I 的 畅通 密语	3
野史 下酒 就 恶霸 波 那个 播出 一下	3
美国 的 纪实 剧情片 可以 来 一个 给 我 看 吗	5
播放 麻辣 女配 这个 动漫 的 普通话 版	0
我 现在 就 想 听 一下 郎朗 的 钢琴曲 呢	1
收听 江苏 交通网 的 联通新 势力 男生宿舍	3
美国 纪录片 迈克尔 杰克逊 就是 这样 在 2009 年 上映 的 我 想 看看	0
前年 的 国庆节 是 什么 时候	8
农历 的 麦尔节 是 哪天	8
农历 的 立夏是 哪天	8
帮 我 查询 周日 宁波 会 下雨 吗	6
后天 南京 的 温度 是 多少 摄氏度	6
看 下 国际博览 中心 走 那条 路快	7
不要 帮 我 关闭 明天 9 点 的 闹钟	4
可以 让 洗衣机 进入 超快 洗 模式 吗 ， 赶时间 呀	2
我 想要 了解 农历 12 月 17 是 礼拜 几	8
差 一下 到 重庆 荣昌 区 的 路	7
嘉兴 15 号 到 扬州 的 汽车票 还有 吗	7
不要 将 今天 晚上 5 点 的 闹钟 删除	4
我要 起床 ， 帮 我 把 灯 切换 到 起夜 场景 模式 吧	2
给 我 看 下 2020 年 青岛 的 降水 情况	6
能 不能 听 一下 继续 张国荣 这张 专辑 里 的 歌曲 ， 随机 来 一首 就行	1
告诉 我 祖鲁 节是 几月 几号	8
农历 的 什么 时候 是 建军节	8
给 他 报 一下 农历 的 几月 几号 是 乞巧 节 啊	8
前天 上海 刮风 了 吗	6
来 一首 90 年代 的 英文歌 呗	1
今年 什么 时候 是 虫 王节	8
我 想 看 周杰伦 唱 青花瓷 的 视频	0
查看 重庆 湿度 报告	6
来 继续 收听 频率 是 九 零点 零 的 南澳 电台	3
我要 听 刺猬 汉斯 的 故事	9
能 不能 马上 帮 我 将 5 月 8 号 的 提醒 修改 成 4 月 29 号	4
快点 看看 郑州 到 驻马店 的 大客 到 站 了 没有 呢	7
播放 笙 演奏 的 冬猎	1
我 想 看看 这个 月 15 号 是 星期 几	8
查下 日历 大前天 是 什么 节日 啊	8
我要 看 经典 的 动漫 舒克 和 贝塔	0
回放 一下 昨天 的 篮球 快报	0
帮 我 把 电暖气 调至 30 度	2
周日 傍晚 台风 有 几级	6
周杰伦 的 叶惠美 可以 顺序 播放 吗	1
播放 王者 荣耀 游戏 直播	0
江西 的 空气质量 稳定 吗	6
播放 林依晨 的 流行歌 非你莫属	1
频率 是 九 三点 二 的 荆州 电台 新闻频道 可以 收听 一下 吗	3
呼吸 之野 里面 的 假摔 单曲 循环 一下 吧	1
两个 月 后 去 广州 开会 ， 提醒 我 哦	4
帮 我 找到 菏泽 的 路线	7
十分钟 后 打开 客厅 空调 可以 吗	2
把 后天 下午 两点钟 跟 朋友 谈 生意 的 闹钟 设定 好 。	4
放 音乐 类 的 襄樊 交通 音乐台	3
按 顺序 播放 巧虎 早教 的 相关 视频	0
东海 明天 的 风向 是 什么	6
我要 去 汕尾 告诉 我 穿 什么 穿多厚 合适	6
李现 和 李一桐 演 的 剑 王朝 给 我 放下	5
这周 我 要 坐火车 回 北京 ， 现在 有票 没	7
我 想 你 给 我 播放 胡彦斌 的 专辑 太歌 里 的 歌 呢	1
我 要查 5 月 29 去 上海 的 经济舱 。	7
能 找 一个 范 迪塞尔 导演 的 美剧 看看 么	5
请 不要 在 5 点 通知 我 上网	4
鞍山 后天 会 不会 下雨 啊	6
西单 到 天坛公园 不行 如何 走 才 合适 呢	7
给 我 找 一下 2018 年林丹 对 李宗伟 的 羽毛球 大赛 的 视频	0
2014 年 周星驰 导演 上线 的 电影 播放 一个 呢	5
陇 端节 是 星期 几	8
父亲节 是 几号 ？	8
播放 2018 年 以后 的 言情剧 看看	5
开启 洗衣机 的 洗涤 模式 可以 吗	2
河南 交通广播 里 的 世界 正当 午是 王晓主播 的 快 搜索 一下	3
唱 一首 英文 流行歌曲 呢	1
帮 我 找 快 把 我哥 带走 的 第 23 集	5
我 想 看 动漫 ， 给 我 播放 一个 羊羊 运动会 精彩 解说 吧	0
立即 播放 情感 疗愈 节目 解忧 电台	3
能 不能 来 一个 音乐 电台节目 给 我 呢	3
今年 端午节 是 周几	8
诸葛亮 百分之 51 的 输出 这个 游戏 解说 视频 帮 我 找 找	0
厦门 开往 北京 的 高铁 今天 有票 吗	7
